timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-31T14:36:14,LLM_Benchmark,c53a6cf6-3c9d-453c-bee0-56ff83a1508f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,79.05208712490276,0.0001067856451919,1.350826386446253e-06,11.195,0.1180999999999999,0.0,0.0002433080457156,3.698395680403841e-05,2.2068072127507204e-08,0.0002803140705918,Germany,DEU,state of berlin,,,macOS-15.2-arm64-arm-64bit-Mach-O,3.13.3,2.8.4,10,Apple M1 Pro,1,Apple M1 Pro,13.4426,52.4859,16.0,process,N,1.0
2025-05-31T14:38:58,LLM_Benchmark,7f574858-3d7c-4fb8-86c6-515adf38068a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,79.93317350000143,0.0001161128306018,1.4526238045812622e-06,13.85875,0.1888999999999999,0.0,0.0002662184656435,3.855788974608671e-05,2.1729928220135532e-08,0.0003047980853178,Germany,DEU,state of berlin,,,macOS-15.2-arm64-arm-64bit-Mach-O,3.13.3,2.8.4,10,Apple M1 Pro,1,Apple M1 Pro,13.4426,52.4859,16.0,process,N,1.0
2025-05-31T14:43:54,LLM_Benchmark,e39f11c3-d2bb-48b1-b45e-91d53ba32337,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,76.4197758748196,0.00011390549177547017,1.490523761310875e-06,13.404000000000003,0.2313333333333333,0.0,0.0002599606980456325,3.902124951528884e-05,2.1837123342072216e-08,0.00029900378468426347,Germany,DEU,state of berlin,,,macOS-15.2-arm64-arm-64bit-Mach-O,3.13.3,2.8.4,10,Apple M1 Pro,1,Apple M1 Pro,13.4426,52.4859,16.0,process,N,1.0
