timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-31T12:00:09,LLM_Benchmark,b4923672-7fad-4067-b012-67e3ce46fcf1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,25.365475458092988,5.925927175129887e-05,2.336217661253887e-06,13.432,0.0812,0.0,0.0001543114584479,1.2360874585410134e-06,9.01466915137187e-09,0.0001555565605756,Germany,DEU,state of berlin,,,macOS-15.2-arm64-arm-64bit-Mach-O,3.13.3,2.8.4,10,Apple M1 Pro,1,Apple M1 Pro,13.4426,52.4859,16.0,process,N,1.0
2025-05-31T12:11:17,LLM_Benchmark,fd252b7a-01b0-43aa-89b6-2a62712273fe,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,10.709884541574866,1.732627014459894e-05,1.6177830934908613e-06,10.951,0.16899999999999998,0.0,4.472820135171557e-05,7.317185566321454e-07,2.1823482120701954e-08,4.548174339046841e-05,Germany,DEU,state of berlin,,,macOS-15.2-arm64-arm-64bit-Mach-O,3.13.3,2.8.4,10,Apple M1 Pro,1,Apple M1 Pro,13.4426,52.4859,16.0,process,N,1.0
